City,Latitude,Longitude
Hobbs,32.707667,-103.1311314
Hobbs                                   ,32.707667,-103.1311314
Hogansburg                              ,44.9739364,-74.6632416
Hogansville,33.1731769,-84.914936
Hogansville                             ,33.1731769,-84.914936
Holbrook,34.9037105,-110.1593261
Holbrook                                ,34.9037105,-110.1593261
Holcomb,37.9859154,-100.9887562
Holden,42.3560836,-71.8623548
Holdrege,40.4379956,-99.3698995
Holladay,40.6710765,-111.8250278
Holland,52.2434979,5.6343227
Holland                                 ,52.2434979,5.6343227
Holly                                   ,42.7919727,-83.6277255
Holly Springs,35.6512655,-78.8336218
Holmen,43.9632211,-91.2563658
Holstein,42.4893597,-95.5446387
Holt                                    ,40.0989571,-95.2134565
Homer Glen,41.6000318,-87.9381112
Homerville,31.0365983,-82.7470849
Homestead,25.4718946,-80.4759905
Hondo                                   ,29.3474121,-99.1412026
Honea Path,34.4465018,-82.3915122
Hooker,41.9078471,-101.1572302
Hooks,33.4696541,-94.2859652
Hoopeston,40.4672587,-87.6683573
Hope,33.6670616,-93.5915665
Hope Hull,32.2698632,-86.3571916
Hope Mills,34.9704419,-78.9453056
Hopewell,37.3043154,-77.2872001
Hopkinsville,36.8657651,-87.4889532
Horicon,43.7115964,-73.7145213
Hornby,42.2442412,-77.0441341
Horse Cave,37.179496,-85.9069175
Horseheads,42.1669832,-76.8202973
Horseshoe Bay,30.5442091,-98.3669797
Hortonville,44.3350374,-88.639343
Hosford,30.386585,-84.7979694
Hosston,32.8876386,-93.8785127
Hot Springs,34.5038393,-93.0552437
Hot Springs National Park,34.51802,-93.0529422
Houghton Lake                           ,44.3169175,-84.7758789187697
Houlton,46.1251286,-67.8407944
Houma,29.5957696,-90.7195348
Houma                                   ,29.5957696,-90.7195348
Houston                                 ,29.7589382,-95.3676974
Howard City,43.395583,-85.467815
Howe,33.5073346,-96.6126637
Hubbard,47.1138266,-94.9427679
Hudson,40.7381635,-74.0550731
Hudsonville,42.870889,-85.865235
Hugo,45.159967,-92.9932734
Hugoton,37.1753025,-101.349602
Hunt Valley,39.4962709,-76.6542571
Huntington,38.4192496,-82.445154
Huntsville,34.729847,-86.5859011
Huntsville                              ,34.729847,-86.5859011
Hurlock                                 ,38.6346863,-75.8637279
Huron,41.1305303,-82.591828
Huron                                   ,41.1305303,-82.591828
Hurricane,38.4325896,-82.0201368
Hurricane Mills,35.9711736,-87.781969
Hutchins,32.6473628,-96.7118951
Hutchinson,35.8148236,-101.34844
Hutto,30.5427638,-97.5468898
Huxley,41.8946126,-93.6065898
Hyattsville,38.9529442,-76.9408647
Ida,42.3788371,-95.4949407
Idabel,33.8956647,-94.8263281
Idaho Falls,43.4887907,-112.03628
Idaho Falls                             ,43.4887907,-112.03628
Idalou,33.662271,-101.684114
Imlay,40.6594711,-118.149015
Imlay City,43.0247496,-83.0777153
Immokalee,26.42016,-81.4222408465173
Ina,35.830452,137.954916
Independence,39.0924792,-94.4137923
Indian Springs,36.5698965,-115.703294077103
Indianapolis,39.7683331,-86.1583502
Indianola,33.4509513,-90.6550917
Ingleside                               ,27.876615,-97.2098831
Inglewood,33.9562003,-118.353132
Inman,38.2320232,-97.7733326
International Falls,48.601033,-93.4105904
Inver Grove Heights,44.8479039,-93.0428119
Inwood,43.3073497,-96.4320139
Iola,37.9244799,-95.3999814
Ionia,42.9469688,-85.0713945
Iowa,41.9216734,-93.3122705
Iowa City                               ,41.6612561,-91.5299106
Iowa Falls,42.5207924,-93.2647595
Iowa Park,33.9514847,-98.6686709
Iron Mountain,45.820233,-88.06596
Ironton,46.4774631,-93.9777621
Ironwood,46.4555673,-90.1684371
Irving,32.8295183,-96.9442177
Irving                                  ,32.8295183,-96.9442177
Irvington,41.0398662,-73.872717
Isanti,45.56932235,-93.3265209552357
Islandia,64.9841821,-18.1059013
Isom                                    ,37.1878764,-82.8987718
Italy,42.6384261,12.674297
Itasca,47.4968343,-93.6225663
Ithaca                                  ,42.4396039,-76.4968019
Ivanhoe                                 ,44.463229,-96.247372
Ivydale                                 ,38.310097,-81.7045688
Jackpot,41.9838732,-114.673186
Jacksboro,33.2195301,-98.1642475
Jackson,32.2998686,-90.1830408
Jackson                                 ,32.2998686,-90.1830408
Jacksonville,30.3321838,-81.655651
Jacumba,32.61858505,-116.187466395595
Jaffray,49.3710945,-115.3010387
Jal,20.3333331,-103.6666671
Jamestown,37.2089184,-76.7783003
Jamestown                               ,37.2089184,-76.7783003
Jane Lew,39.1100763,-80.4065446
Janesville,42.6829765,-89.0226793
Jarrell,30.8249094,-97.604454
Jasper,30.7485258,-94.000884
Jasper                                  ,30.7485258,-94.000884
Jean,35.7790078,-115.324314
Jefferson,29.834772,-94.1704496
Jefferson City,38.577359,-92.1724265
Jeffersonville,38.2770227,-85.7371604
Jeffersonville                          ,38.2770227,-85.7371604
Jemison,32.9596424,-86.7452105
Jemison                                 ,32.9596424,-86.7452105
Jennings,38.9957749,-85.6359201
Jennings                                ,38.9957749,-85.6359201
Jerome,42.702266,-114.286704
Jersey City,40.7215682,-74.047455
Jersey City                             ,40.7215682,-74.047455
Jessup,39.14700145,-76.7699176802245
Jesup,42.4750516,-92.0632129
Jim Thorpe,40.8759235,-75.7324127
Joaquin,31.9657232,-94.0538028
Joelton,36.3131076,-86.8652772
Johns Island,32.7024009,-80.0481488
Johnson                                 ,32.3766071,-97.3568623
Johnson Creek,43.0759165,-88.774837
Johnston                                ,16.75244615,-169.510701556612
Johnstown                               ,40.3267407,-78.9219698
Joliet,41.5263603,-88.0840212
Jonesboro,35.8272257,-90.6949871
Jonesburg,38.8533773,-91.3059895
Jonestown,7.6885627,-59.9498924
Jonestown                               ,7.6885627,-59.9498924
Jonesville,36.6889777,-83.1110047
Joplin,37.0841838,-94.5133385
Joplin                                  ,37.0841838,-94.5133385
Jordan,31.1667049,36.941628
Joseph City,34.9558585,-110.3339982
Jourdanton                              ,28.9180294,-98.5464069
Junction,30.4893555,-99.7720109
Junction                                ,30.4893555,-99.7720109
Junction City,39.0286093,-96.8313978
Jupiter                                 ,26.9342246,-80.0942087
Kadoka,43.833882,-101.509866
Kalama,49.3780921,2.4141907
Kalamazoo,42.291707,-85.5872286
Kamloops                                ,50.6758269,-120.339415
Kane,41.923434,-88.4248315
Kane                                    ,41.923434,-88.4248315
Kankakee,41.1253903,-87.848682
Kankakee                                ,41.1253903,-87.848682
Kannapolis,35.4979605,-80.6240008
Kansas City,39.100105,-94.5781416
Kapuskasing,49.416667,-82.433333
Karnes City,28.8849772,-97.9008356
Kasson,44.0297055,-92.7503451
Kaukauna,44.2780432,-88.2720503
Kearney,40.699478,-99.081858
Kearneysville,39.3881556,-77.8855516
Kearny,37.9960049,-101.3523356
Keenesburg,40.1081705,-104.519701
Kemp,32.4426403,-96.2299771
Kendallville,41.4414385,-85.2649754
Kenly,35.5959363,-78.1240031
Kenmare,48.674748,-102.082664
Kenner                                  ,29.9942265,-90.2417806
Kenosha,42.5846773,-87.8212263
Kent,51.20707485,0.721036181340144
Kentwood,42.8694731,-85.6447492
Kentwood                                ,42.8694731,-85.6447492
Kermit,31.8578999,-103.0932149
Kernersville,36.1198589,-80.0736533
Kersey,52.059731,0.9186492
Kewaskum,43.5213798,-88.2278645
Keysville                               ,33.241722,-82.2283267643739
Kieler,42.5823073,-90.6018357
Killdeer,47.371987,-102.754122
Killeen,31.1171441,-97.727796
Kimball,41.1881305,-103.6997645
King City                               ,36.2135325,-121.128641592695
King George,38.2786312,-77.175356
King Of Prussia,40.09476245,-75.3851333563417
Kingdom City,38.9427219,-91.9417153
Kingfisher,35.9471931,-97.9641244
Kingman,6.40046275,-162.46263721464
Kingsland,30.7999563,-81.6898261
Kingsport,36.550238,-82.5594293
Kingston,17.9712148,-76.7928128
Kingston                                ,17.9712148,-76.7928128
Kingston Springs,36.1020038,-87.1150054
Kingsville,27.5158689,-97.856109
Kinston,17.9712148,-76.7928128
Kiowa,37.5529578,-99.296556
Kissimmee,28.2918995,-81.4075838
Kitchener                               ,43.451291,-80.4927815
Kittery,43.088448,-70.736847
Kitwanga,55.100373,-128.067627
Knightstown,39.7956007,-85.5263629
Knoxville,35.9603948,-83.9210261
Knoxville                               ,35.9603948,-83.9210261
Kodak,35.9745323,-83.6268396
Kokomo,40.4864444,-86.1336351
Kosciusko,41.2351957,-85.8529731
Koshkonong,36.5958946,-91.6456994
Kosse                                   ,49.8831354,16.7987148
Kremmling,40.0587394,-106.38863
Kuttawa                                 ,37.0589425,-88.1325257
Kutztown,40.5173165,-75.7774177
Kyle                                    ,29.9892816,-97.877174
La Crosse,43.8122836,-91.2514355
La Fayette                              ,41.1080927,-89.9714998
La Feria,26.1588627,-97.8238428
La Grande,45.3246068,-118.0878695
La Grange                               ,47.2820623,6.6655859
La Place,46.2747886,7.4116949
La Plata,-34.9206797,-57.9537638
La Porte,29.6657838,-95.0193729
La Salle,28.3391148,-99.0982257
La Vergne,45.9611662,-0.5630966
La Vergne                               ,45.9611662,-0.5630966
La Vernia,29.356348,-98.1155633
La Villa,26.2986827,-97.9286117
Labelle,26.7615384,-81.4385828
Laddonia,39.24254,-91.6454385
Ladson,32.9857275,-80.1098123
Ladysmith,48.9936579,-123.8157964
Lafayette,30.2262187,-92.0178202
Lagrange,43.1268715,0.3513345
Lake,39.0505411,-122.7776556
Lake Ariel,41.4539745,-75.382681
Lake Butler,30.0227391,-82.3395574
Lake Charles,30.2305095,-93.2169807
Lake City,30.1894252,-82.6394803
Lake City                               ,30.1894252,-82.6394803
Lake Havasu City,34.4775296,-114.3379972
Lake Mills,43.4193665,-93.5336177
Lake Odessa,42.7847564,-85.1383367
Lake Panasoffkee,28.785203,-82.1325817260125
Lake Park,46.8855616,-96.0957328
Lake Placid,44.279621,-73.979874
Lake Station,41.5750369,-87.2389246
Lake Station                            ,41.5750369,-87.2389246
Lake Village,33.3294799,-91.2850584
Lake Wales,27.9014133,-81.5859099
Lake Zurich,47.27909555,8.59786799591465
Lakeland,28.0394654,-81.9498042
Lakeville,44.650051,-93.2432791
Lakin,37.9405751,-101.254892
Lamar,33.6383552,-95.582343
Lambsburg,36.5854078,-80.7611817
Lamesa,32.7357287,-101.9550202
Lamont,42.5985167,-91.6417948
Lampasas,31.1761363,-98.240563
Lampasas                                ,31.1761363,-98.240563
Lancaster,40.03813,-76.3056686
Land O Lakes,28.2144905,-82.4455928849765
Lanexa,37.4237573,-76.9010753
Lansing,42.7338254,-84.5546295
Lapeer                                  ,43.0904764,-83.2333705
Laramie,41.3116442,-105.5917876
Laramie                                 ,41.3116442,-105.5917876
Laredo,27.5056251,-99.5074517
Laredo                                  ,27.5056251,-99.5074517
Larose,29.5669265,-90.3804299663985
Larsen,30.2785733,-81.6323159
Las Cruces,32.3140354,-106.779807
Las Cruces                              ,32.3140354,-106.779807
Las Vegas,36.1672559,-115.148516
Las Vegas                               ,36.1672559,-115.148516
Lathrop,37.8227046,-121.27661
Latimer,34.8759191,-95.2482652
Latta,34.337691,-79.4321949
Lauderdale,34.9049555,-87.6747398
Laurel,37.1000973,-84.1148273
Laurel                                  ,37.1000973,-84.1148273
Laurens,43.5225,3.19507
Lawrence,38.9719137,-95.2359403
Lawrenceburg,38.0371378,-84.8962551
Lawrenceburg                            ,38.0371378,-84.8962551
Lawrenceville,33.9566391,-83.9890066
Lawtey                                  ,30.0441284,-82.0717733
Lawton,34.6086854,-98.3903305
Le Mars,42.792151,-96.1662993
Le Roy,40.8777854,-93.592905
Leakey,29.726525,-99.7624496
Leavenworth,39.3113257,-94.922759
Leavenworth                             ,39.3113257,-94.922759
Lebanon,33.8750629,35.843409
Lebanon                                 ,33.8750629,35.843409
Lebanon Junction,37.8345086,-85.7319042
Lebo,38.4166818,-95.8530441
Lecanto,28.8268794,-82.5001563680173
Ledgewood,40.8812101,-74.6559944
Lee,30.3031353,-96.9588587
Leeds,53.7974185,-1.5437941
Leesburg,39.1154506,-77.5645607
Leesport,40.4470377,-75.9663222
Leesville                               ,31.1431257,-93.2651126
Leland,34.236434,-78.0040029
Lemitar,34.159595,-106.9107031
Lemont,41.6737149,-88.0016263
Lena,56.73689075,105.630848433834
Lenexa,38.9697458,-94.7845837
Lennon,48.1918678,-3.8977654
Lennox,33.9390306,-118.3574427
Lenoir City,35.7972998,-84.2560299
Lenorah,32.30456,-101.8762483
Leola,45.7228991,-98.9405534
Leominster,42.5267443,-71.7614891
Leon                                    ,31.2715127,-95.9953382
Lethbridge,49.6945782,-112.8331033
Lethbridge                              ,49.6945782,-112.8331033
Levittown,40.7259621,-73.5144766
Lewis,40.0902418,-91.7013355
Lewisport,37.9369974,-86.9022146
Lewiston,44.1004515,-70.2150294
Lewiston Woodville                      ,36.1229347,-77.1766291
Lewistown,47.0639275,-109.428213
Lexington,38.0464066,-84.4970393
Lexington                               ,38.0464066,-84.4970393
Liberal,37.0430812,-100.920999
Liberty,30.0856736,-94.7856262
Liberty Hill                            ,30.6649119,-97.9225161
Libertyville,40.9574491,-92.0514386
Lillington,35.399121,-78.8156001
Lima,-12.0621065,-77.0365256
Lima                                    ,-12.0621065,-77.0365256
Lime Springs,43.448494,-92.2804954
Limestone,31.5261854,-96.580617
Limon,44.202726,7.576336
Lincoln,40.8088861,-96.7077751
Lincoln                                 ,40.8088861,-96.7077751
Lincoln Park,42.2505943,-83.1785361
Lindale,32.5156971,-95.4093998
Linden,33.0123537,-94.3654707
Lindsay,36.2030064,-119.08816
Lineville,40.5810627,-93.5241178
Linwood                                 ,39.0013921,-95.0391356
Litchfield,41.747319,-73.1887243
Litchfield Park,33.4933796,-112.358124
Lithia Springs,33.7939953,-84.6604899
Lithonia,33.7123305,-84.1051939
Little America,41.5443686,-109.8581261
Little Chute,44.2799872,-88.3184394
Little Falls,45.9763545,-94.3625024
Little Rock,34.7465071,-92.2896267
Littlefield,33.9189172,-102.332836
Live Oak,28.2678746,-98.101923
Liverpool,53.4071991,-2.99168
Livingston,40.8682487,-88.5631125
Livingston                              ,40.8682487,-88.5631125
Livonia,42.36837,-83.3527097
Llano,30.6663312,-98.6970374
Lloydminster,53.279995,-110.00885
Lloydminster                            ,53.279995,-110.00885
Lock Haven,41.1369077,-77.4471641
Lockbourne,39.8092301,-82.972404
Lockport,43.1687104,-78.696567
Logan,40.1075089,-89.3768539
Logansport,40.7542375,-86.3625191
Loganton,41.0343265,-77.3042801619369
Lolo,46.775174,-114.09756907367
Lombard,46.7841,5.50737
Lomira,43.591382,-88.443713
London,51.5074456,-0.1277653
London                                  ,51.5074456,-0.1277653
Londonderry,54.9978678,-7.3213056
Longmont,40.1672117,-105.101928
Longs,33.9385274,-78.7330522
Longview,32.5007031,-94.74049
Longview                                ,32.5007031,-94.74049
Lonoke,34.7414404,-91.862792
Lordsburg,32.3504143,-108.708434
Lore City,39.9847938,-81.4584523
Lore City                               ,39.9847938,-81.4584523
Lorena,-22.7367652,-45.1070876
Loretto,45.0546855,-93.6355165
Loris,34.0562812,-78.8903044
Lorton,38.700202,-77.2395359760446
Los Lunas,34.8142093,-106.7613067
Lott,31.2061063,-97.0326706
Loudon,35.7490023,-84.320293
Louisiana                               ,30.8703881,-92.007126
Louisville,38.2542376,-85.759407
Louisville                              ,38.2542376,-85.759407
Lovell,44.127028,-70.892029
Lovelock,40.1801273,-118.4747268
Loves Park,42.3200189,-89.0581621
Loving,31.8364044,-103.5663536
Loving                                  ,31.8364044,-103.5663536
Lovington,32.9440685,-103.3487454
Lowell,42.6414437,-71.3085329
Lowellville,41.0359418,-80.5362257
Lowry City                              ,38.1400275,-93.7268774
Loxley,30.6182476,-87.7530454
Lubbock,33.5855677,-101.8470215
Lucedale,30.9251869,-88.5900235
Ludlow,52.3679896,-2.7193114
Lufkin,31.3386242,-94.7288558
Lugoff,34.219224,-80.7044540323025
Lula                                    ,40.470364,9.486435
Luling,29.680314,-97.6473265
Luling                                  ,29.680314,-97.6473265
Lumber City,31.9293488,-82.6795831
Lumberton                               ,34.6183305,-79.008205
Luna Pier                               ,41.8069907,-83.442433
Lupton,54.2423161,-2.6550946533658
Lusk,42.762467,-104.452175
Luverne,43.6542342,-96.2127811
Luxemburg,49.8158683,6.1296751
Lyman,48.9801314,37.8168012
Lynchburg,37.4137536,-79.1422464
Lyndon Station,43.7117126,-89.9004665
Lynn,33.1474257,-101.812592
Lyon,45.7578137,4.8320114
Lytle,29.2330215,-98.797873
MC DERMITT,44.436749,-74.215269
Macclenny,30.2821807,-82.1220569
Macomb,42.6741189,-82.902901
Macon,32.8406946,-83.6324022
Macon                                   ,32.8406946,-83.6324022
Madill,34.0902508,-96.7715618
Madison,43.074761,-89.3837613
Madison                                 ,43.074761,-89.3837613
Madison Heights,42.4858692,-83.1052028
Madisonville,30.9498688,-95.9127773
Madisonville                            ,30.9498688,-95.9127773
Madras,13.0836939,80.270186
Magee,31.8724469,-89.7323162
Magna,44.00432235,-79.4320966926061
Magnolia,30.2095594,-95.7507897
Mahomet,40.195142,-88.4052266
Mahwah,41.0887072,-74.1437552
Malad City,42.1915872,-112.250798
Malta Bend                              ,39.1933879,-93.3630725
Malvern,52.1159559,-2.3258985
Malvern                                 ,52.1159559,-2.3258985
Manassas,38.7509488,-77.4752667
Manchester,53.4794892,-2.2451148
Mandan,46.826415,-100.889704
Mandan                                  ,46.826415,-100.889704
Manheim,43.066667,-74.8
Manistique,45.95779,-86.246419
Manitowoc,44.0998341,-87.827992
Mankato,44.1634663,-93.9993505
Mankato                                 ,44.1634663,-93.9993505
Manning,41.9092293,-95.0650571
Mansfield,40.75839,-82.5154471
Mansfield                               ,40.75839,-82.5154471
Manson                                  ,42.5291439,-94.5341421
Mansura,31.037566,31.38649
Manteno,41.2506759,-87.8314299
Mantua,45.1692628,10.6708365156739
Maple Hill,39.084722,-96.028047
Maplesville,32.7884608,-86.8716549
Maquoketa,42.0690915,-90.6654748
Marana,48.961264,4.31224359285714
Marathon                                ,38.1532724,23.9620892
Marble Falls,30.5777511,-98.2756505
Marcus,42.82471,-95.8079104
Mardela Springs                         ,38.4598391,-75.7590991
Marengo,32.201002,-87.7569365
Marengo                                 ,32.201002,-87.7569365
Marianna,30.7743596,-85.2268735
Marianna                                ,30.7743596,-85.2268735
Maribel,44.276383,-87.8073129
Marietta,33.9528472,-84.5496148
Marinette,45.3834983,-88.0409574
Marion,32.7931661,-94.344488
Marion                                  ,32.7931661,-94.344488
Marlette,43.326969,-83.08022
Marlin,31.308005,-96.8908895
Marlow,54.1556493,12.5725117
Marquette                               ,46.4481521,-87.6305899
Marrero,29.8835055,-90.1184486264149
Marshall,41.0324537,-89.2998456
Marshall                                ,41.0324537,-89.2998456
Marshalltown,42.048881,-92.9122672
Marshfield,44.6662287,-90.1740313
Marsing,43.5454359,-116.8131958
Marston,53.2740927,-2.4946362
Martinsburg,39.4562528,-77.9639604
Martinsville,36.6915262,-79.8725386
Martinsville                            ,36.6915262,-79.8725386
Marysville,48.0517429,-122.1768209
Maryville,40.3460468,-94.8723858
Maryville                               ,40.3460468,-94.8723858
Mascotte,28.5783313,-81.8867452
Mascoutah,38.490327,-89.793154
Mason,30.705029,-99.2233284
Mason                                   ,30.705029,-99.2233284
Mason City,43.1524574,-93.2017941
Massillon,40.7965119,-81.5231597
Matfield Green,38.15902585,-96.5620645195353
Mathews                                 ,37.4481394,-76.331696
Mathis,28.0942916,-97.8274111
Mathiston,33.5392629,-89.1255502
Mattawan,42.2094839,-85.784453
Matthews,35.1159532,-80.7224386
Mattoon,39.4842821,-88.3773279
Maumee,41.5628294,-83.6538244
Maumelle,34.856613,-92.4056858
Mauston,43.7968543,-90.0756767
Max Meadows,36.981501,-80.9580490804348
Maxton                                  ,34.7351615,-79.3489317
Maxwell,41.8919322,-93.3996546
Mayer,44.8849625,-93.8877453
Mayfield,36.7413624,-88.6352595
Maysville,38.6474569,-83.7644793
Maysville                               ,38.6474569,-83.7644793
Mc Alpin,31.9279067,-81.0965521
Mc Calla,37.9773277,-1.1797483
Mc Crory,36.0892236,-87.0240996
Mc Donald,-17.7619033,-63.1778559
Mc Graw,30.372001,-88.156666
Mc Kees Rocks,40.4656244,-80.0656106
Mc Lean,29.672913,-95.360021
Mc Leansville,36.197495,-79.6813198
McAlester,34.9334981,-95.7697934
McComb                                  ,31.2437872,-90.4531536
Mcallen,26.204114,-98.2300605
Mccammon,42.6504719,-112.193022
Mccomb,31.2437872,-90.4531536
Mcdonough,40.4376858,-90.6780272
Mchenry,42.3294391,-88.4605713
Mcpherson,38.3659015,-97.6575171
Mead,40.2333174,-104.99859
Meade                                   ,37.2091116,-100.396302
Meadowview,36.7603903,-81.8629019
Mebane,36.0959715,-79.2669619
Mechanicsburg                           ,40.2101972,-77.0047276
Medaryville,41.0805951,-86.8919629
Medford,42.4184296,-71.1061639
Mediapolis,41.0079667,-91.1640201
Medicine Hat,50.04303,-110.679016
Medicine Hat                            ,50.04303,-110.679016
Medicine Lodge,37.2811339,-98.580361
Medway,51.4157386,0.568730851240833
Meeker,45.1183643,-94.5175345
Melrose,42.4564323,-71.064182
Melrose Park,41.900299,-87.8569745
Memphis,35.1460249,-90.0517638
Memphis                                 ,35.1460249,-90.0517638
Menasha,44.2022293,-88.4465361
Mendon,40.0883795,-91.2837565
Mendota,44.8871878,-93.1643869
Menomonie,44.8765289,-91.9278716
Mentone,31.7067317,-103.5985429
Mercedes,-24.4504957,-54.1647255
Mercersburg,39.8282214,-77.9037226
Meridian,32.3643098,-88.703656
Merkel,32.468588,-100.014347
Merrill,42.7196653,-96.2481127
Merrillville,41.4828144,-87.3328139
Merrimack,43.3260376,-71.6854725
Mesa,33.4151005,-111.831455
Mesquite,32.7666103,-96.599472
Methuen,42.7262016,-71.1908924
Metropolis,38.1260765,27.3243709803848
Metter                                  ,32.397118,-82.0601196
Mexia,31.6816183,-96.4783677
Mexico                                  ,19.4326296,-99.1331785
Miami,25.7741728,-80.19362
Miami                                   ,25.7741728,-80.19362
Michigan City,41.7075394,-86.8950297
Middle River,48.4343071,-96.1640721
Middleburg,38.9690189,-77.7355056
Middlebury,44.0072736,-73.1633010541542
Middlebury Center,41.8436841,-77.2744202
Middlesboro,36.6072968,-83.7143317
Middleton,43.0962919,-89.5119565
Middleton                               ,43.0962919,-89.5119565
Middletown,41.5623178,-72.6509061
Midland,31.9973662,-102.077948
Midland                                 ,31.9973662,-102.077948
Midlothian,55.833333,-3.083333
Midway,31.0260203,-95.7505033
Midway                                  ,31.0260203,-95.7505033
Midwest,43.411391,-106.280075
Mifflintown,40.5697996,-77.3969339
Mifflinville,41.029534,-76.3077834
Milaca,45.755799,-93.6544079
Milan,45.4641943,9.1896346
Milbank,45.219131,-96.635617
Miles City,46.4085273,-105.840981
Miles City                              ,46.4085273,-105.840981
Milesburg,40.9417272,-77.7850022
Milford,41.2222218,-73.0570603
Mill Hall,41.107876,-77.4848105
Millbrook,44.1511443,-78.4475977
Millbury,42.1913817,-71.7603934
Milldale,41.565931,-72.8917685
Millen                                  ,32.8040512,-81.9492812
Millersport,39.9000639,-82.534048
Millersville,39.997998,-76.3545372
Mills                                   ,31.4861082,-98.5527272
Millsap,32.7481864,-98.0092093
Milltown                                ,40.4562165,-74.4432073
Milroy,44.4176214,-95.5533204
Milton,42.2501425,-71.065573
Milton                                  ,42.2501425,-71.065573
Milwaukee,43.0386475,-87.9090751
Mims,28.683293,-80.8457402079197
Minden,52.2881045,8.9168852
Minden                                  ,52.2881045,8.9168852
Mineral Point                           ,42.8601132,-90.1797688
Mineral Wells,32.8084605,-98.1128223
Minneapolis,44.9772995,-93.2654692
Minnesota City,44.0938521,-91.7495959
Minonk,40.9044778,-89.0345224
Minooka,41.4553084,-88.2617305
Minot,47.6698594,4.8786165
Mission,26.2159066,-98.3252932
Mississauga,43.5896231,-79.6443879
Missoula,46.8701049,-113.995267
Missouri Valley,41.5564975,-95.8879438
Mitchell,32.2898049,-100.9213003
Mitchell                                ,32.2898049,-100.9213003
Moab                                    ,38.5738096,-109.546214
Moapa,36.6673648,-114.584977
Moberly,39.4201137,-92.4364298
Moberly                                 ,39.4201137,-92.4364298
Mobile,30.6913462,-88.0437509
Mocksville,35.8940236,-80.5617846
Mokena,41.5261437,-87.8892189
Mona,53.27822575,-4.33134400586235
Monaca,40.6872885,-80.2714505
Monahans,31.5890519,-102.8861902
Moncks Corner,33.1960027,-80.0131374
Moncton,46.0985679,-64.8004265
Mondovi,44.3900282,7.8204718
Monee,41.420034,-87.7417115
Monett,36.9289518,-93.9277149
Monmouth,40.2932319,-74.1671114
Monmouth Junction,40.3789957,-74.5465436
Monon,40.8678171,-86.8789044
Monona,42.0218737,-95.9356631
Monroe,41.0400423,-75.3249475
Monroe                                  ,41.0400423,-75.3249475
Monroe Center,42.0983583,-89.000655
Monroe Center                           ,42.0983583,-89.000655
Monroe Township,43.6906772,-85.740732069873
Monroeton,36.28958,-79.7347541
Monroeville,40.4211798,-79.7881025
Montague,33.6205753,-97.7215754
Monteagle,35.2403119,-85.8349902
Montezuma,-15.1715121,-42.4987703
Montgomery,32.3669656,-86.3006485
Montgomery                              ,32.3669656,-86.3006485
Monticello,42.617236,8.9546269
Montpelier,44.2602244,-72.5750364
Montpelier                              ,44.2602244,-72.5750364
Montrose,38.4375391,-108.2403855
Montvale,41.0467635,-74.0229173
Monument,51.5106328,-0.0861271
Monument                                ,51.5106328,-0.0861271
Moody,43.998215,-96.6671385
Moorcroft                               ,44.263315,-104.950252
Moore,35.8156121,-101.9104355
Moore Haven,26.8331174,-81.0931234
Moorefield,39.0623301,-78.9694723
Mooresville,35.5848596,-80.8100724
Moose Jaw,50.401515,-105.542908
Moose Lake,46.4543725,-92.761976
Mora,39.683223,-3.7727849
Moran,26.61051865,87.4728511088892
Morehead,38.1839705,-83.4326841
Morehead City,34.7229391,-76.7260436
Morgan City,29.6993748,-91.20677
Morgantown,39.6296809,-79.9559437
Morgantown                              ,39.6296809,-79.9559437
Moriarty,34.9972037,-106.0494876
Morrilton,35.154026,-92.7429266
Morris,33.0738633,-94.7392197
Morrison,45.9926837,-94.2554658
Morrisonville,39.4200501,-89.4556486
Morristown,40.7970382,-74.4809868
Morrisville,35.824341,-78.8300321
Morton,37.1960735,-101.8099541
Mortons Gap,37.2367115,-87.4752761
Moses Lake,47.1301417,-119.278077
Mosheim,36.1895439,-82.9584902
Moss Point                              ,30.4115881,-88.5344601
Motley,34.0395459,-100.7744062
Moulton,40.6849851,-92.6772505
Moulton                                 ,40.6849851,-92.6772505
Moultrie,39.6391442,-88.6087498
Mound City,38.142773,-94.8127444
Mound City                              ,38.142773,-94.8127444
Mount Airy,39.3765918,-77.1549078
Mount Ayr,40.7145873,-94.2381367
Mount Crawford,38.3564677,-78.9418566
Mount Eaton,40.6945024,-81.7031847
Mount Enterprise,31.9179473,-94.6810439
Mount Gilead,40.5492265,-82.8274015
Mount Holly                             ,39.9928898,-74.7876624
Mount Horeb,43.0086183,-89.7384557
Mount Jackson,39.4852636,-106.5366982
Mount Juliet,36.200055,-86.5186054
Mount Laurel,39.934002,-74.8909988
Mount Morris,42.0503062,-89.4312201
Mount Nebo,31.7681678,35.725269
Mount Nebo                              ,31.7681678,35.725269
Mount Pleasant,33.1570582,-94.9694007
Mount Pleasant                          ,33.1570582,-94.9694007
Mount Sterling,38.0561079,-83.9431961
Mount Sterling                          ,38.0561079,-83.9431961
Mount Vernon,40.9125085,-73.8386504
Mount Vernon                            ,40.9125085,-73.8386504
Mountain Home,43.1329504,-115.691197
Mountain Lake,43.9392996,-94.9309224
Mountain Top,41.1423516,-75.8936803484865
Mountain View,37.3893889,-122.0832101
Mountain View                           ,37.3893889,-122.0832101
Mountville,40.0392642,-76.4307964
Mukwonago,42.8666803,-88.3334274
Mulberry                                ,27.8953038,-81.9734172
Mulberry Grove,38.925046,-89.2689626
